id,create_time_second,create_time,create_time_hour,create_time_day,task_execute_time,confirmed_id,log_type,passed,request,instruction,level_id,product_id,protocol_id,dst_ip,dst_latitude,dst_longitude,event_end_time,event_ip,event_start_time,src_country,src_ip,src_latitude,src_longitude,src_isp,append_info_symbol,request_create_time
63668,2021/01/16 02:03:00,2021/01/16 02:03:01,2021/01/16 02:00:00,2021/1/16,-1,0,1,1,"{""v"": 1, ""uuid"": ""45898ca3-0817-4018-970e-0968f7b90fdc"", ""src_ip"": ""107.6.168.210"", ""src_port"": 34664, ""dst_ip"": ""218.64.14.193"", ""dst_port"": 873, ""pkt"": ""00900b5e1430049fca1e32340800450000c7073a40002d06491d6b06a8d2da400ec187680369c081f9a900000001501800e5d4480000160301009a010000960303082286ec45e708f7b17b29fd264d0d7ad09b371df5320da772f12fe47f73068300001ac02fc02bc011c007c013c009c014c00a0005002f0035c012000a01000053000500050100000000000a00080006001700180019000b00020100000d00260024060106030602050105030502040104030402030103030302020102030202010101030102ff01000100000f00010100120000"", ""detail"": ""Layer RSYNC:\n\tTrailing stray characters\n\tExpert Info (Warning/Undecoded): Trailing stray characters\n\tHeader Version: \\003\\003\\b\""\\xef\\xbf\\xbd\\xef\\xbf\\xbdE\\xef\\xbf\\xbd\\b\\xef\\xbf\\xbd\\xef\\xbf\\xbd{)\\xef\\xbf\\xbd&M\\rz\\xef\\xbf\\xbd\\xef\\xbf\\xbd7\\035\\xef\\xbf\\xbd2\\r\\xef\\xbf\\xbdr\\xef\\xbf\\xbd/\\xef\\xbf\\xbd\\177s\\006\\xef\\xbf\\xbd\n\tMagic Header: \\026\\003\\001\n\tGroup: Undecoded\n\tSeverity level: Warning\n\tTrailing stray characters\n\tExpert Info (Warning/Undecoded): Trailing stray characters\n\tGroup: Undecoded\n\tSeverity level: Warning\n"", ""protocol"": ""RSYNC"", ""create_time"": ""2021-01-16T02:02:41.959315""}",,,1,16,218.64.14.193,28.68,115.85,,,,??,107.6.168.210,41.8822,-87.6405,SINGLEHOP-LLC,1,2021/01/16 02:02:42
